상권_코드_명,1분기 covid 영향력,2분기 covid 영향력,3분기 covid 영향력,4분기 covid 영향력,상권_평균_점포수(scaling),상권_평균_점포수,segment
장월로1길,-0.21629999999999994,-0.24,-0.2510000000000001,-0.2905,0.1634,78.0,9
장위로50길,0.006500000000000061,0.27459999999999996,0.4928999999999999,0.05149999999999999,-1.3549,19.0,2
장위전통시장,-0.5148,-0.4507,-0.3103,-0.19840000000000002,-0.3364,49.0,24
장충단로8길,-0.1068,-0.15960000000000008,-0.09789999999999999,-0.010399999999999965,-1.413,18.0,19
장충동 족발거리,-0.04720000000000002,-0.09870000000000001,-0.043200000000000016,-0.19669999999999987,0.0316,69.0,9
장한평역,-0.25050000000000006,-0.37519999999999987,-0.2782,-0.3245,0.204,81.0,9
전농로29길,-0.026999999999999913,-0.07250000000000001,-0.12959999999999994,0.06010000000000004,-0.0492,64.0,14
전농로터리시장,-0.17490000000000006,-0.21029999999999993,-0.1513,-0.20140000000000002,-0.6097,38.0,12
정릉로27길,-0.22620000000000007,-0.2619,-0.07650000000000001,-0.34009999999999996,-0.7293,34.0,12
정릉로8길,-0.18369999999999997,-0.2943000000000001,-0.26639999999999997,-0.2895000000000001,-0.3364,49.0,0
정릉시장,-0.27170000000000005,-0.2911,-0.2944,-0.3224,0.679,126.0,16
제기로21길,-0.012300000000000089,0.02190000000000003,-0.118,-0.13749999999999984,-0.4768,43.0,10
제기로5길,-0.2844,-0.3324999999999999,-0.15560000000000007,-0.22099999999999997,0.2172,82.0,9
종암로5길,-0.09659999999999991,-0.13380000000000003,-0.03520000000000001,-0.09530000000000005,-0.3146,50.0,14
중랑천로10길,-0.2086,-0.1522,-0.17490000000000006,-0.1107999999999999,0.5033,107.0,20
중앙로1길,-0.3116,-0.29149999999999987,-0.3123,-0.32320000000000004,0.8226,144.0,1
증가로10길,-0.18620000000000003,-0.23349999999999993,-0.21420000000000006,-0.36739999999999995,1.2585,216.0,17
증가로20가길,0.016900000000000026,-0.09630000000000005,-0.0484,0.010400000000000076,-1.1037,24.0,2
증가로23나길,0.2036,0.17020000000000013,0.21730000000000005,0.03380000000000005,0.8374,146.0,13
증가로6길,0.22360000000000002,-0.3216,-0.33530000000000004,-0.38939999999999997,-1.1495,23.0,19
증산로21길,-0.08040000000000003,-0.11430000000000007,-0.0695,-0.09210000000000007,0.1355,76.0,9
지봉로20길,-0.06820000000000015,-0.15270000000000006,-0.21350000000000002,-0.2763,-0.1367,59.0,9
지봉로8길,-0.14760000000000006,-0.25350000000000006,-0.2679,-0.2652,-0.6097,38.0,12
진흥로1길,0.10439999999999994,0.11839999999999995,0.15700000000000003,0.21620000000000006,0.4623,103.0,5
창경궁로35길,-0.010099999999999998,-0.021599999999999953,-0.0867,-0.1421,-0.7293,34.0,10
창경궁로43길,-0.32479999999999987,-0.31999999999999995,-0.2929999999999999,-0.4152000000000001,-0.4043,46.0,0
창신2길,-0.25739999999999996,-0.16380000000000006,-0.22609999999999986,-0.37939999999999996,-0.528,41.0,0
창신길,0.058800000000000185,-0.19099999999999984,-0.24299999999999988,-0.1964999999999999,-1.4745,17.0,19
천장산로7길,-0.23430000000000006,-0.3313999999999999,-0.3062,-0.3908999999999999,-0.1551,58.0,24
청림3길,-0.5307000000000001,-0.4948999999999999,-0.29179999999999995,-0.26879999999999993,-0.1551,58.0,24
청파로47길,-0.07719999999999994,-0.16920000000000002,-0.15610000000000002,-0.1822999999999999,1.7835,352.0,21
청파로47나길,0.4991000000000001,0.2588999999999999,-0.02089999999999992,-0.05149999999999999,-1.2473,21.0,2
청파로71길,-0.18559999999999988,-0.1471,-0.18890000000000007,-0.0858000000000001,-0.1928,56.0,14
청파로73길,-0.16190000000000004,0.10759999999999992,0.12759999999999994,0.10170000000000001,-0.8286,31.0,2
초록마을로3길,-0.13619999999999988,-0.06789999999999996,-0.058599999999999985,-0.14379999999999993,0.1907,80.0,20
충정로4길,-0.08589999999999998,-0.15539999999999998,-0.05829999999999991,-0.0252,0.1907,80.0,20
충정로6길,-0.13070000000000004,-0.1331000000000001,-0.1208999999999999,-0.12730000000000008,0.4088,98.0,20
통인시장,-0.35770000000000013,-0.36039999999999994,0.06390000000000007,-0.2247999999999999,-0.1551,58.0,0
통일로11길,-0.09660000000000002,-0.37960000000000005,-0.2842,-0.3409,-0.9771,27.0,12
통일로12길,0.1080000000000001,0.26849999999999996,0.33530000000000004,0.22220000000000006,-1.2473,21.0,2
퇴계로12길,-0.3133,-0.32010000000000005,-0.17609999999999992,-0.18430000000000002,0.2172,82.0,9
퇴계로18길,0.2107000000000001,0.2168,0.24060000000000015,0.10599999999999987,-0.1738,57.0,18
퇴계로46길,-0.24819999999999998,-0.18399999999999994,-0.14480000000000004,-0.2239,-0.4279,45.0,0
퇴계로56길,0.008000000000000007,0.0044999999999999485,0.053099999999999925,0.02870000000000006,0.3409,92.0,5
퇴계로8길,-0.24129999999999996,-0.2713000000000001,-0.19790000000000008,-0.22650000000000003,-0.0492,64.0,9
포방터시장,-0.08220000000000005,-0.02980000000000005,-0.16589999999999994,-0.3972000000000001,-0.5818,39.0,10
필운대로1길,-0.13269999999999993,-0.1512,-0.07789999999999997,-0.11160000000000003,-0.7293,34.0,12
한강대로88길,0.10240000000000005,0.11549999999999994,0.07210000000000005,-0.1402000000000001,-0.8638,30.0,2
한아름시장,-0.06990000000000007,-0.23320000000000007,-0.16960000000000008,-0.252,-1.5397,16.0,19
한양시장,-0.3591000000000001,-0.3918999999999999,-0.4142999999999999,-0.5127999999999999,1.4285,253.0,21
혜화역 대학로_1,-0.21010000000000006,-0.22760000000000002,-0.21929999999999994,-0.29479999999999995,1.4453,257.0,21
혜화역 대학로_2,-0.17510000000000003,-0.21440000000000003,-0.20879999999999999,-0.3592000000000001,0.3525,93.0,16
혜화역 대학로_3,-0.08789999999999998,-0.15600000000000003,-0.1743,-0.2852,1.9422,408.0,3
홍연길,-0.8906999999999999,-0.8648,-0.696,-0.7135,-0.528,41.0,15
홍익대학교 주변,-0.1955,-0.24970000000000003,-0.22950000000000004,-0.35029999999999994,3.9566,2657.0,7
화곡로44나길,-0.13929999999999987,-0.2552000000000001,-0.2950999999999999,-0.29190000000000005,0.4932,106.0,16
화곡로59길,-0.3792000000000001,-0.4404999999999999,-0.4362999999999999,-0.4678,-0.0326,65.0,24
화곡로64길,-0.0687000000000001,-0.0673999999999999,-0.08810000000000007,-0.1361,0.6531,123.0,13
화랑로13길,-0.19519999999999993,-0.26139999999999997,-0.26069999999999993,-0.25849999999999995,0.2431,84.0,9
화랑로14길,0.10990000000000011,0.08810000000000007,0.0023999999999999577,-0.011099999999999999,-0.4279,45.0,10
화랑로19길,-0.5568000000000001,-0.5978999999999999,-0.9036,-0.6032,-0.6097,38.0,15
화랑로1길,-0.20719999999999994,-0.14780000000000015,-0.13170000000000004,-0.16980000000000006,-0.1186,60.0,9
화랑로32길,-0.037800000000000056,-0.05190000000000006,-0.05300000000000005,-0.06669999999999998,-0.5021,42.0,10
화양제일골목시장,-0.052000000000000046,-0.18079999999999996,-0.25969999999999993,-0.3198,-0.2934,51.0,0
회기시장,-0.22330000000000005,-0.2689999999999999,-0.2845,-0.3649,0.0471,70.0,9
효창원로93길,-0.12449999999999994,-0.08689999999999998,-0.07400000000000007,-0.2358,-0.5021,42.0,10
휘경로14길,-0.23350000000000004,-0.3026000000000001,-0.26769999999999994,-0.2734,-0.4768,43.0,0
휘경로23길,-0.5053000000000001,-0.4166000000000001,-0.4314,-0.4465999999999999,-1.2473,21.0,6
휘경로2길,-0.1674000000000001,-0.23120000000000007,-0.1936000000000001,-0.3384999999999999,1.1811,201.0,17
휘경로3길,-0.25360000000000005,-0.3003,-0.23309999999999997,-0.2885000000000001,0.6085,118.0,16
흑석로13길,0.15649999999999997,0.024500000000000077,-0.061900000000000066,-0.11029999999999995,-0.2122,55.0,14
흑석로9길,-0.23609999999999998,-0.38370000000000015,-0.24029999999999996,-0.4516999999999999,0.6085,118.0,16
흑석시장,-0.025600000000000067,-0.08219999999999994,-0.08210000000000006,-0.13640000000000008,0.7532,135.0,13
